product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.45,N ,SI2 ,Round ,Very Good,,,,210310651/132083 ,EGL ,6100,Loose Diamonds,Round -01.png,0.45ct N  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.45ct,0.45ct N  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.45ct N  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.54,N ,SI2 ,Round ,Very Good,,,,210310650/132083 ,EGL ,8200,Loose Diamonds,Round -01.png,0.54ct N  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.54ct,0.54ct N  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.54ct N  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.31,N ,VS1 ,Round ,,,,,191110972/128143 ,EGL ,5400,Loose Diamonds,Round -01.png,0.31ct N  VS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.31ct,0.31ct N  VS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.31ct N  VS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.3,N ,VS2 ,Round ,,,,,191010312/127580 ,EGL ,4500,Loose Diamonds,Round -01.png,0.3ct N  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.3ct,0.3ct N  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.3ct N  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.61,N ,VS2 ,Round ,Very Good,,,,200710700/130023 ,EGL ,16400,Loose Diamonds,Round -01.png,0.61ct N  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.61ct,0.61ct N  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.61ct N  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.35,N ,VVS2 ,Round ,,,,,190410759/125444 ,EGL ,5700,Loose Diamonds,Round -01.png,0.35ct N  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.35ct,0.35ct N  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.35ct N  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.39,N ,VVS2 ,Round ,Very Good,,,,200110581/128662 ,EGL ,7800,Loose Diamonds,Round -01.png,0.39ct N  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.39ct,0.39ct N  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.39ct N  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.51,N ,VVS2 ,Round ,Excellent,,,,200710698/130023 ,EGL ,12400,Loose Diamonds,Round -01.png,0.51ct N  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.51ct,0.51ct N  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.51ct N  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.41,NFDB ,SI2 ,Oval ,,Very Good,Very Good,None,2211486172,GIA ,8100,Loose Diamonds,Oval -01.png,0.41ct NFDB  SI2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.41ct,0.41ct NFDB  SI2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.41ct NFDB  SI2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.21,NFDBG ,I1 ,Oval ,,Good,Very Good,None,2201098986,GIA ,86300,Loose Diamonds,Oval -01.png,1.21ct NFDBG  I1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.21ct,1.21ct NFDBG  I1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.21ct NFDBG  I1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.47,NFDBG ,I3 ,Pear ,,Very Good,Excellent,None,5202122485,GIA ,16800,Loose Diamonds,Pear -01.png,0.47ct NFDBG  I3  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.47ct,0.47ct NFDBG  I3  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.47ct NFDBG  I3  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.54,NFDBG ,SI1 ,Oval ,,Very Good,Very Good,None,2205122272,GIA ,96100,Loose Diamonds,Oval -01.png,1.54ct NFDBG  SI1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.54ct,1.54ct NFDBG  SI1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.54ct NFDBG  SI1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.54,NFDBG ,SI1 ,Radiant ,,Good,Very Good,,5191851141,GIA ,38600,Loose Diamonds,Radiant -01.png,0.54ct NFDBG  SI1  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.54ct,0.54ct NFDBG  SI1  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.54ct NFDBG  SI1  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.42,NFDBG ,SI2 ,Pear ,,Good,Excellent,,2201208559,GIA ,26300,Loose Diamonds,Pear -01.png,0.42ct NFDBG  SI2  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.42ct,0.42ct NFDBG  SI2  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.42ct NFDBG  SI2  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.71,NFDBO , ,Round ,,,,,5172427087,GIA ,38400,Loose Diamonds,Round -01.png,0.71ct NFDBO    Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.71ct,0.71ct NFDBO    Round  Cut Diamond | The Diamond Shoppe | South Africa,0.71ct NFDBO    Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.72,NFDBY ,SI2 ,Cushion ,,Good,Excellent,Medium,5202004429,GIA ,32100,Loose Diamonds,Cushion -01.png,0.72ct NFDBY  SI2  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.72ct,0.72ct NFDBY  SI2  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.72ct NFDBY  SI2  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.24,NFDBY ,SI2 ,Oval ,,Good,Very Good,None,6204261106,GIA ,7800,Loose Diamonds,Oval -01.png,0.24ct NFDBY  SI2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.24ct,0.24ct NFDBY  SI2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.24ct NFDBY  SI2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,2.03,NFDBY ,VS2 ,Radiant ,,Excellent,Very Good,None,6197804839,GIA ,542800,Loose Diamonds,Radiant -01.png,2.03ct NFDBY  VS2  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,2.03ct,2.03ct NFDBY  VS2  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,2.03ct NFDBY  VS2  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.34,NFDGY ,SI2 ,Marquise ,,Good,Excellent,None,2201122476,GIA ,24300,Loose Diamonds,Marquise -01.png,0.34ct NFDGY  SI2  Marquise  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.34ct,0.34ct NFDGY  SI2  Marquise  Cut Diamond | The Diamond Shoppe | South Africa,0.34ct NFDGY  SI2  Marquise  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.28,NFDOY ,I2 ,Oval ,,Good,Very Good,None,1206261117,GIA ,11500,Loose Diamonds,Oval -01.png,0.28ct NFDOY  I2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.28ct,0.28ct NFDOY  I2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.28ct NFDOY  I2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1,NFDY ,I1 ,Radiant ,,Good,Very Good,None,5192820291,GIA ,111100,Loose Diamonds,Radiant -01.png,1ct NFDY  I1  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1ct,1ct NFDY  I1  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,1ct NFDY  I1  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,NFIY ,I2 ,Oval ,,Very Good,Excellent,None,2201122472,GIA ,17700,Loose Diamonds,Oval -01.png,0.33ct NFIY  I2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct NFIY  I2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct NFIY  I2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.14,NFIY ,SI1 ,Oval ,,Good,Excellent,,5212087739,GIA ,12200,Loose Diamonds,Oval -01.png,1.14ct NFIY  SI1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.14ct,1.14ct NFIY  SI1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.14ct NFIY  SI1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.18,NFIY ,VS1 ,Oval ,,,,,2215087725,GIA ,147300,Loose Diamonds,Oval -01.png,1.18ct NFIY  VS1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.18ct,1.18ct NFIY  VS1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.18ct NFIY  VS1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.35,NFVY ,I1 ,Oval ,,Good,Very Good,None,2201534998,GIA ,25000,Loose Diamonds,Oval -01.png,0.35ct NFVY  I1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.35ct,0.35ct NFVY  I1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.35ct NFVY  I1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.27,NFVY ,I3 ,Pear ,,Good,Very Good,None,5201261114,GIA ,7300,Loose Diamonds,Pear -01.png,0.27ct NFVY  I3  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.27ct,0.27ct NFVY  I3  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.27ct NFVY  I3  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.59,NFVY ,SI2 ,Trapezium ,,Very Good,Good,None,1162506133,GIA ,31900,Loose Diamonds,Trapezium -01.png,0.59ct NFVY  SI2  Trapezium  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.59ct,0.59ct NFVY  SI2  Trapezium  Cut Diamond | The Diamond Shoppe | South Africa,0.59ct NFVY  SI2  Trapezium  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.58,NFVY ,VS1 ,Pear ,,Very Good,Excellent,None,2193912002,GIA ,72400,Loose Diamonds,Pear -01.png,0.58ct NFVY  VS1  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.58ct,0.58ct NFVY  VS1  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.58ct NFVY  VS1  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.7,O ,I2 ,Round ,Excellent,,,,150820189/202172 ,EGL ,9300,Loose Diamonds,Round -01.png,0.7ct O  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.7ct,0.7ct O  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.7ct O  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.3,O ,VS1 ,Round ,,,,,190911221/127432 ,EGL ,5600,Loose Diamonds,Round -01.png,0.3ct O  VS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.3ct,0.3ct O  VS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.3ct O  VS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,O ,VS1 ,Round ,,,,,201110010/130910 ,EGL ,5300,Loose Diamonds,Round -01.png,0.33ct O  VS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct O  VS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct O  VS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.3,O ,VS2 ,Round ,,,,,191110980/128143 ,EGL ,4900,Loose Diamonds,Round -01.png,0.3ct O  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.3ct,0.3ct O  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.3ct O  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.41,O ,VVS2 ,Round ,Excellent,,,,200110567/128660 ,EGL ,8300,Loose Diamonds,Round -01.png,0.41ct O  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.41ct,0.41ct O  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.41ct O  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.41,P ,I1 ,Round ,Very Good,,,,190310462/124999 ,EGL ,5000,Loose Diamonds,Round -01.png,0.41ct P  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.41ct,0.41ct P  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.41ct P  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,P ,VS2 ,Round ,,,,,201010422/130764 ,EGL ,5100,Loose Diamonds,Round -01.png,0.32ct P  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct P  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct P  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.35,P ,VVS2 ,Round ,,,,,200110593/128662 ,EGL ,7000,Loose Diamonds,Round -01.png,0.35ct P  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.35ct,0.35ct P  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.35ct P  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.53,Q ,I1 ,Round ,Excellent,,,,201210265/131283 ,EGL ,5700,Loose Diamonds,Round -01.png,0.53ct Q  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.53ct,0.53ct Q  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.53ct Q  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.02,Q ,I3 ,Round ,,,,, , ,12100,Loose Diamonds,Round -01.png,1.02ct Q  I3  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.02ct,1.02ct Q  I3  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.02ct Q  I3  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.05,Q ,VS2 ,Round ,Excellent,Excellent,Very Good,,200310270/129336 ,EGL ,63700,Loose Diamonds,Round -01.png,1.05ct Q  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.05ct,1.05ct Q  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.05ct Q  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.28,Q ,VVS1 ,Round ,Very Good,Very Good,Very Good,,191110927/128139 ,EGL ,70200,Loose Diamonds,Round -01.png,1.28ct Q  VVS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.28ct,1.28ct Q  VVS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.28ct Q  VVS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.51,R ,I1 ,Round ,Excellent,,,,201210264/131283 ,EGL ,5500,Loose Diamonds,Round -01.png,0.51ct R  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.51ct,0.51ct R  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.51ct R  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.71,R ,I1 ,Round ,Excellent,,,,180610920/121121 ,EGL ,12500,Loose Diamonds,Round -01.png,0.71ct R  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.71ct,0.71ct R  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.71ct R  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
