product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.42,I ,I1 ,Round ,Very Good,Excellent,Excellent,None,2328105501,GIA ,10400,Loose Diamonds,Round -01.png,0.42ct I  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.42ct,0.42ct I  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.42ct I  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.08,I ,I1 ,Round ,Excellent,Very Good,Very Good,None,190911190/127427 ,EGL ,55500,Loose Diamonds,Round -01.png,1.08ct I  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.08ct,1.08ct I  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.08ct I  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.72,I ,I2 ,Cushion ,,,,,190111395/124320 ,EGL ,18500,Loose Diamonds,Cushion -01.png,0.72ct I  I2  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.72ct,0.72ct I  I2  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.72ct I  I2  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.18,I ,I2 ,Round ,,,,,200910253/130410 ,EGL ,1100,Loose Diamonds,Round -01.png,0.18ct I  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.18ct,0.18ct I  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.18ct I  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,3.01,I ,I2 ,Round ,Excellent,Excellent,Excellent,None,2266497480,GIA ,319400,Loose Diamonds,Round -01.png,3.01ct I  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,3.01ct,3.01ct I  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,3.01ct I  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.11,I ,I3 ,Oval ,,,,,200710704/130023 ,EGL ,16900,Loose Diamonds,Oval -01.png,1.11ct I  I3  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.11ct,1.11ct I  I3  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.11ct I  I3  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.17,I ,SI1 ,Emerald ,,,,,200110598/128662 ,EGL ,2600,Loose Diamonds,Emerald -01.png,0.17ct I  SI1  Emerald  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.17ct,0.17ct I  SI1  Emerald  Cut Diamond | The Diamond Shoppe | South Africa,0.17ct I  SI1  Emerald  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.4,I ,SI1 ,Princess ,,,,,210310532/132045 ,EGL ,8000,Loose Diamonds,Princess -01.png,0.4ct I  SI1  Princess  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.4ct,0.4ct I  SI1  Princess  Cut Diamond | The Diamond Shoppe | South Africa,0.4ct I  SI1  Princess  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,I ,SI1 ,Round ,,,,,190610684/126212 ,EGL ,6200,Loose Diamonds,Round -01.png,0.33ct I  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct I  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct I  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.57,I ,SI2 ,Marquise ,,,,,200910210/130394 ,EGL ,12200,Loose Diamonds,Marquise -01.png,0.57ct I  SI2  Marquise  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.57ct,0.57ct I  SI2  Marquise  Cut Diamond | The Diamond Shoppe | South Africa,0.57ct I  SI2  Marquise  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.09,I ,SI2 ,Radiant ,,Very Good,Very Good,None,190911177/127427 ,EGL ,63800,Loose Diamonds,Radiant -01.png,1.09ct I  SI2  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.09ct,1.09ct I  SI2  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,1.09ct I  SI2  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.36,I ,SI2 ,Round ,,,,,210310538/132045 ,EGL ,7200,Loose Diamonds,Round -01.png,0.36ct I  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.36ct,0.36ct I  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.36ct I  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.51,I ,SI2 ,Round ,Very Good,,,,200710699/130023 ,EGL ,15300,Loose Diamonds,Round -01.png,0.51ct I  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.51ct,0.51ct I  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.51ct I  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.54,I ,SI2 ,Round ,Excellent,Very Good,Very Good,,201010420/130764 ,EGL ,16200,Loose Diamonds,Round -01.png,0.54ct I  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.54ct,0.54ct I  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.54ct I  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.24,I ,SI3 ,Oval ,,,,,200110574/128660 ,EGL ,2800,Loose Diamonds,Oval -01.png,0.24ct I  SI3  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.24ct,0.24ct I  SI3  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.24ct I  SI3  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
